year,course,number,mark_type,mean,sd,max,p99,p90,p75,p50,p25
2022,Japanese Continuers,746.0,hsc,39.8,6.3,49.0,48.5,46.5,44.5,41.0,36.0
2022,Japanese Continuers,746.0,scaled,31.2,9.8,50.0,48.3,43.0,38.7,32.0,24.9
2022,Japanese Extension,161.0,hsc,42.4,5.4,49.0,49.0,48.0,47.0,44.0,39.0
2022,Japanese Extension,161.0,scaled,38.0,6.1,50.0,48.8,45.9,42.3,38.2,34.7
2022,Japanese in Context,44.0,hsc,43.3,3.1,47.5,47.5,46.0,45.5,44.0,41.5
2022,Japanese in Context,44.0,scaled,26.8,10.9,50.0,50.0,39.2,36.4,27.1,17.5
2022,Khmer Continuers,12.0,hsc,43.3,1.7,46.5,,,,,
2022,Khmer Continuers,12.0,scaled,15.0,8.6,34.1,,,,,
2022,Korean Beginners,110.0,hsc,40.1,6.2,49.5,49.5,47.0,45.0,40.5,36.0
2022,Korean Beginners,110.0,scaled,26.7,11.0,50.0,50.0,41.0,34.9,26.6,17.7
2022,Korean Continuers,14.0,hsc,41.0,4.6,49.5,,,,,
2022,Korean Continuers,14.0,scaled,25.1,7.7,42.3,,,,,
2022,Korean & Literature,30.0,hsc,42.3,3.6,49.5,,,,,
2022,Korean & Literature,30.0,scaled,25.6,10.4,50.0,,,,,
2022,Korean in Context,51.0,hsc,44.2,4.3,49.0,49.0,48.0,47.0,46.0,43.0
2022,Korean in Context,51.0,scaled,29.3,9.8,49.5,49.5,41.7,36.0,30.9,23.4
2022,Latin Continuers,141.0,hsc,42.3,4.9,49.5,49.5,47.5,45.5,43.5,39.5
2022,Latin Continuers,141.0,scaled,39.9,7.1,50.0,49.8,47.4,44.4,41.6,37.1
2022,Latin Extension,83.0,hsc,45.8,4.7,50.0,50.0,49.0,49.0,47.0,46.0
2022,Latin Extension,83.0,scaled,41.4,7.4,50.0,50.0,47.9,46.4,43.4,39.3
2022,Macedonian Continuers,16.0,hsc,37.1,6.8,48.0,,,,,
2022,Macedonian Continuers,16.0,scaled,21.8,11.3,47.2,,,,,
2022,Modern Greek Beginners,75.0,hsc,43.5,5.2,50.0,50.0,49.0,48.0,45.0,40.5
2022,Modern Greek Beginners,75.0,scaled,27.8,10.9,48.7,48.7,42.1,36.9,28.1,20.2
2022,Modern Greek Continuers,80.0,hsc,42.6,4.8,48.5,48.5,47.5,46.5,43.5,40.0
2022,Modern Greek Continuers,80.0,scaled,26.7,12.1,50.0,50.0,42.2,37.4,25.6,17.6
2022,Modern Greek Extension,23.0,hsc,43.5,3.3,50.0,,,,,
2022,Modern Greek Extension,23.0,scaled,34.9,4.7,49.7,,,,,
2022,Modern Hebrew Continuers,31.0,hsc,46.5,3.2,50.0,,,,,
2022,Modern Hebrew Continuers,31.0,scaled,30.8,10.9,50.0,,,,,
2022,Persian Continuers,24.0,hsc,44.1,3.3,49.0,,,,,
2022,Persian Continuers,24.0,scaled,22.4,6.7,37.3,,,,,
2022,Polish Continuers,15.0,hsc,45.8,2.7,50.0,,,,,
2022,Polish Continuers,15.0,scaled,30.2,10.0,50.0,,,,,
2022,Portuguese Continuers,14.0,hsc,40.8,5.3,46.5,,,,,
2022,Portuguese Continuers,14.0,scaled,28.0,11.6,46.4,,,,,
2022,Punjabi Continuers,19.0,hsc,40.4,2.9,46.0,,,,,
2022,Punjabi Continuers,19.0,scaled,27.8,10.0,48.9,,,,,
2022,Russian Continuers,28.0,hsc,44.3,3.1,48.0,,,,,
2022,Russian Continuers,28.0,scaled,25.9,11.8,50.0,,,,,
2022,Serbian Continuers,22.0,hsc,44.1,4.1,49.0,,,,,
2022,Serbian Continuers,22.0,scaled,23.9,8.8,42.1,,,,,
2022,Spanish Beginners,237.0,hsc,39.9,5.4,49.5,49.0,47.0,44.0,40.0,36.0
2022,Spanish Beginners,237.0,scaled,25.6,11.4,50.0,47.7,41.6,34.6,24.6,16.9
2022,Spanish Continuers,148.0,hsc,40.3,4.3,48.0,47.0,45.5,44.0,41.0,37.0
2022,Spanish Continuers,148.0,scaled,26.8,10.8,49.6,45.9,41.5,35.6,27.0,18.8
2022,Spanish Extension,32.0,hsc,43.1,4.8,48.0,,,,,
2022,Spanish Extension,32.0,scaled,30.8,10.0,48.8,,,,,
2022,Turkish Continuers,41.0,hsc,42.3,4.3,49.0,49.0,47.5,46.5,42.0,39.5
2022,Turkish Continuers,41.0,scaled,22.4,13.4,50.0,50.0,41.1,33.6,18.0,13.5
2022,Vietnamese Continuers,155.0,hsc,39.1,4.6,46.0,46.0,44.5,42.5,39.5,37.0
2022,Vietnamese Continuers,155.0,scaled,20.9,11.7,47.0,46.7,37.8,29.0,19.3,12.5
2022,Automotive Exam,211.0,hsc,34.2,5.6,48.0,47.0,39.5,37.0,34.5,31.5
2022,Automotive Exam,211.0,scaled,13.0,8.7,34.5,34.1,25.0,18.6,11.4,5.8
2022,Business Services Exam,1176.0,hsc,37.0,4.9,48.0,46.0,42.5,40.5,37.5,34.0
2022,Business Services Exam,1176.0,scaled,19.0,10.1,43.5,40.6,32.8,25.9,18.7,11.1
2022,Construction Exam,1709.0,hsc,38.3,4.8,48.5,47.0,44.5,42.0,38.5,35.0
2022,Construction Exam,1709.0,scaled,16.5,9.8,40.4,38.1,31.0,24.2,15.1,8.2
2022,Electrotechnology Exam,236.0,hsc,32.0,6.2,47.0,46.0,39.5,35.5,32.0,28.0
2022,Electrotechnology Exam,236.0,scaled,18.3,8.9,39.9,38.2,31.9,23.9,17.7,11.2
2022,Entertainment Industry Exam,651.0,hsc,39.3,5.2,49.5,48.0,45.5,43.5,39.0,36.0
2022,Entertainment Industry Exam,651.0,scaled,21.6,9.4,44.4,41.5,34.4,28.7,20.5,14.1
2022,Financial Services Exam,77.0,hsc,35.7,4.6,48.0,48.0,42.5,39.0,35.0,32.5
2022,Financial Services Exam,77.0,scaled,24.2,10.5,49.2,49.2,40.2,32.4,21.6,15.9
2022,Hospitality Exam,4300.0,hsc,38.0,4.8,48.5,46.5,44.0,41.5,38.5,35.0
2022,Hospitality Exam,4300.0,scaled,19.0,10.1,43.8,41.3,33.3,26.3,18.5,11.1
2022,Human Services Exam,599.0,hsc,36.1,3.5,50.0,45.0,40.5,38.5,36.0,34.0
2022,Human Services Exam,599.0,scaled,20.2,9.3,42.9,41.3,33.3,26.8,19.2,12.7
2022,Information & Digital Technology Exam,383.0,hsc,36.3,4.9,46.0,44.0,41.5,39.5,37.0,34.0
2022,Information & Digital Technology Exam,383.0,scaled,19.2,9.8,43.1,40.6,33.7,26.7,18.8,11.7
2022,Primary Industries Exam,549.0,hsc,37.3,4.4,48.0,46.5,43.0,40.5,37.5,34.5
2022,Primary Industries Exam,549.0,scaled,17.1,9.3,39.8,38.5,31.0,24.8,16.2,9.5
2022,Retail Services Exam,745.0,hsc,34.7,4.3,46.0,43.0,39.5,37.5,34.5,32.0
2022,Retail Services Exam,745.0,scaled,16.6,10.5,42.5,40.9,31.2,24.2,14.8,7.4
2022,"Tourism, Travel & Events Exam",79.0,hsc,35.8,5.5,46.5,46.5,43.0,40.5,35.0,32.5
2022,"Tourism, Travel & Events Exam",79.0,scaled,20.0,11.0,45.9,45.9,37.5,30.4,16.8,11.2
2023,Aboriginal Studies,781.0,hsc,36.3,7.9,49.5,48.5,45.5,42.0,37.5,31.5
2023,Aboriginal Studies,781.0,scaled,15.7,12.4,45.8,43.5,35.3,24.6,12.8,4.8
2023,Agriculture,1417.0,hsc,36.1,6.8,49.5,48.0,45.0,41.0,36.5,32.0
2023,Agriculture,1417.0,scaled,18.9,11.4,45.8,42.5,35.7,27.6,18.1,9.1
2023,Ancient History,6682.0,hsc,35.9,7.2,50.0,48.0,44.5,41.0,37.0,31.5
2023,Ancient History,6682.0,scaled,23.0,11.1,49.5,45.1,38.3,31.5,22.9,14.0
2023,Biology,19382.0,hsc,36.8,5.6,49.0,47.0,44.5,41.0,37.0,33.0
2023,Biology,19382.0,scaled,26.0,10.5,50.0,45.8,39.9,34.2,26.3,17.9
2023,Business Studies,18705.0,hsc,37.1,6.1,49.5,48.0,45.0,42.0,37.5,33.0
2023,Business Studies,18705.0,scaled,23.6,11.0,49.6,45.0,38.6,32.5,23.5,14.6
2023,Chemistry,9892.0,hsc,37.2,6.3,50.0,48.5,45.5,42.0,38.0,32.5
2023,Chemistry,9892.0,scaled,31.7,10.0,50.0,47.4,43.7,39.7,33.3,24.6
2023,Community & Family Studies,9099.0,hsc,37.4,5.2,49.0,47.0,44.0,41.0,38.0,34.0
2023,Community & Family Studies,9099.0,scaled,18.6,10.7,44.3,41.1,34.1,26.9,17.7,9.7
2023,Dance,777.0,hsc,41.3,4.2,50.0,49.0,46.0,44.0,42.0,38.5
2023,Dance,777.0,scaled,23.8,11.2,47.4,45.4,38.6,32.6,24.0,15.0
2023,Design & Technology,3783.0,hsc,38.8,5.3,49.5,48.0,45.5,42.5,39.5,35.5
2023,Design & Technology,3783.0,scaled,22.8,10.6,48.4,46.1,37.5,30.6,22.3,14.6
2023,Drama,3324.0,hsc,40.8,4.7,50.0,49.0,46.5,44.5,41.0,37.5
2023,Drama,3324.0,scaled,24.2,11.2,50.0,47.0,40.0,32.8,23.7,15.5
2023,Earth & Environmental Science,2553.0,hsc,36.1,6.7,48.5,47.5,44.0,41.0,37.0,32.0
2023,Earth & Environmental Science,2553.0,scaled,22.5,11.3,48.5,45.1,37.7,31.3,22.2,13.6
2023,Economics,5515.0,hsc,38.6,6.0,49.5,47.5,45.0,43.0,39.5,35.0
2023,Economics,5515.0,scaled,31.2,9.8,50.0,46.5,42.5,38.9,32.8,25.0
2023,Engineering Studies,2557.0,hsc,37.3,4.9,49.5,48.0,44.5,40.5,37.0,34.0
2023,Engineering Studies,2557.0,scaled,26.2,9.5,48.8,45.5,39.3,33.2,26.2,19.5
2023,English Studies Exam,1230.0,hsc,28.0,6.6,43.5,38.0,34.5,32.0,29.0,26.0
2023,English Studies Exam,1230.0,scaled,9.3,5.9,39.0,25.6,16.7,13.1,8.3,4.7
2023,English Standard,31696.0,hsc,35.3,4.4,47.5,43.5,40.5,38.0,35.5,32.5
2023,English Standard,31696.0,scaled,19.9,8.2,46.7,38.9,30.9,25.6,19.5,13.8
2023,English Advanced,25102.0,hsc,41.1,3.5,49.5,47.5,45.5,43.5,41.5,39.0
2023,English Advanced,25102.0,scaled,32.6,8.1,50.0,46.7,42.4,38.7,33.5,27.5
2023,English EAL/D,1204.0,hsc,34.6,7.1,49.5,47.5,43.0,39.0,35.5,30.5
2023,English EAL/D,1204.0,scaled,20.6,11.7,48.8,45.9,37.9,28.5,19.2,11.0
2023,English Extension 1,3671.0,hsc,42.6,4.4,50.0,49.0,47.0,46.0,44.0,40.0
2023,English Extension 1,3671.0,scaled,36.3,6.4,50.0,47.3,43.7,40.8,37.3,32.8
2023,English Extension 2,1408.0,hsc,40.7,5.6,50.0,49.0,47.0,45.0,42.0,37.0
2023,English Extension 2,1408.0,scaled,36.3,6.6,50.0,47.9,44.6,41.1,36.8,32.2
2023,Food Technology,3743.0,hsc,36.7,5.7,49.0,47.0,44.0,40.5,37.0,33.0
2023,Food Technology,3743.0,scaled,18.6,11.1,45.3,42.0,34.8,27.3,17.3,8.9
2023,Geography,4025.0,hsc,38.2,5.7,48.5,47.5,44.5,42.0,39.0,35.5
2023,Geography,4025.0,scaled,25.8,11.0,50.0,46.4,39.9,34.4,26.6,17.7
2023,Industrial Technology,5808.0,hsc,35.7,5.8,49.5,48.0,43.5,39.5,35.5,32.0
2023,Industrial Technology,5808.0,scaled,17.5,10.5,42.7,40.1,32.9,25.3,16.0,8.7
2023,Information Processes & Technology,1739.0,hsc,35.6,7.1,48.5,47.0,44.0,41.0,36.5,31.0
2023,Information Processes & Technology,1739.0,scaled,23.1,11.2,49.5,45.6,38.3,31.6,23.0,14.4
2023,Investigating Science,2875.0,hsc,37.3,5.5,48.5,47.0,44.0,41.0,38.0,34.0
2023,Investigating Science,2875.0,scaled,20.1,11.0,46.8,43.7,35.5,28.5,19.6,11.3
2023,Legal Studies,10244.0,hsc,37.8,6.2,49.5,48.0,45.5,42.5,38.5,33.5
2023,Legal Studies,10244.0,scaled,25.1,11.1,50.0,46.2,39.9,33.7,25.3,16.0
2023,Mathematics Standard 1 Exam,1608.0,hsc,36.0,5.3,49.5,46.5,42.5,39.5,36.0,33.0
2023,Mathematics Standard 1 Exam,1608.0,scaled,13.5,8.8,35.1,32.8,26.5,20.2,11.9,6.0
2023,Mathematics Standard 2,30805.0,hsc,36.1,6.6,50.0,48.5,44.5,41.0,36.5,31.5
2023,Mathematics Standard 2,30805.0,scaled,22.3,10.7,46.4,43.3,37.2,30.9,21.9,13.7
2023,Mathematics Advanced,16428.0,hsc,39.2,6.2,50.0,49.5,47.0,44.5,39.5,35.0
2023,Mathematics Advanced,16428.0,scaled,31.8,9.4,50.0,47.8,43.7,39.3,32.7,25.3
2023,Mathematics Extension 1,8390.0,hsc,39.2,7.8,50.0,49.0,47.5,46.0,41.0,34.0
2023,Mathematics Extension 1,8390.0,scaled,40.2,7.7,50.0,49.4,47.7,45.7,42.2,36.8
2023,Mathematics Extension 2,3273.0,hsc,41.3,6.0,49.5,48.5,47.0,46.0,43.0,38.0
2023,Mathematics Extension 2,3273.0,scaled,44.3,5.0,50.0,49.6,48.6,47.5,45.8,42.9
2023,Modern History,10456.0,hsc,36.6,6.7,49.5,47.5,45.0,41.5,37.5,32.5
2023,Modern History,10456.0,scaled,25.3,10.9,50.0,45.6,39.6,34.0,26.0,16.9
2023,History Extension,1730.0,hsc,40.2,5.9,49.0,48.0,47.0,45.0,41.0,37.0
2023,History Extension,1730.0,scaled,33.5,7.6,50.0,47.0,42.7,38.9,33.9,28.6
2023,Music 1,4380.0,hsc,41.3,4.8,50.0,49.0,46.5,44.5,42.0,39.0
2023,Music 1,4380.0,scaled,21.4,10.8,47.0,43.9,36.6,29.5,21.1,12.9
2023,Music 2,727.0,hsc,43.3,3.4,50.0,49.0,47.5,46.0,43.5,41.0
2023,Music 2,727.0,scaled,34.1,8.5,50.0,48.6,44.7,40.7,34.9,27.7
2023,Music Extension,386.0,hsc,45.4,4.5,50.0,50.0,50.0,49.0,47.0,43.0
2023,Music Extension,386.0,scaled,35.8,9.5,50.0,50.0,47.4,44.3,36.7,29.2
2023,PDH&PE,16873.0,hsc,36.7,5.4,49.0,46.5,44.0,41.0,37.0,33.0
2023,PDH&PE,16873.0,scaled,22.7,10.6,48.5,42.7,36.9,31.3,22.8,14.1
2023,Physics,7921.0,hsc,37.6,6.0,49.0,48.0,45.5,42.5,38.0,33.5
2023,Physics,7921.0,scaled,30.9,9.9,50.0,47.6,43.1,38.9,32.0,23.8
2023,Science Extension,794.0,hsc,37.8,4.9,49.0,47.0,44.0,41.0,38.0,35.0
2023,Science Extension,794.0,scaled,32.2,7.2,49.5,47.0,41.1,37.1,32.6,27.9
2023,Society & Culture,5040.0,hsc,38.8,5.2,49.5,48.0,45.0,42.5,39.0,35.5
2023,Society & Culture,5040.0,scaled,23.4,10.6,48.7,45.1,37.9,31.4,23.2,15.3
2023,Software Design & Development,1648.0,hsc,37.1,6.4,49.5,48.5,45.5,42.0,37.5,33.0
2023,Software Design & Development,1648.0,scaled,26.4,10.9,50.0,47.8,41.5,34.8,26.5,18.0
2023,Studies of Religion I,8239.0,hsc,39.2,4.9,50.0,48.0,45.0,43.0,39.0,36.0
2023,Studies of Religion I,8239.0,scaled,27.5,9.0,48.5,44.4,39.1,34.6,27.9,21.1
2023,Studies of Religion II,5734.0,hsc,38.9,5.0,49.5,47.5,45.0,42.5,39.5,36.0
2023,Studies of Religion II,5734.0,scaled,27.7,9.8,50.0,45.4,40.2,35.4,28.3,21.0
2023,Textiles & Design,1401.0,hsc,39.2,5.6,49.5,48.5,46.0,43.5,40.0,35.5
2023,Textiles & Design,1401.0,scaled,23.0,11.1,48.7,45.0,38.5,31.3,23.2,13.9
2023,Visual Arts,8631.0,hsc,40.9,4.2,50.0,48.5,46.0,44.0,41.5,38.5
2023,Visual Arts,8631.0,scaled,21.8,11.2,48.9,45.7,37.7,30.4,20.8,12.5
2023,Arabic Continuers,192.0,hsc,40.7,4.4,49.0,48.0,46.0,43.5,41.0,38.5
2023,Arabic Continuers,192.0,scaled,19.2,11.9,48.0,45.5,37.6,27.6,16.8,10.1
2023,Arabic Extension,59.0,hsc,41.5,4.7,50.0,50.0,46.0,45.0,42.0,38.0
2023,Arabic Extension,59.0,scaled,25.2,9.5,48.2,48.2,37.0,31.8,24.3,17.2
2023,Armenian Continuers,22.0,hsc,42.3,4.6,47.5,,,,,
2023,Armenian Continuers,22.0,scaled,20.6,13.8,50.0,,,,,
2023,Chinese Beginners,34.0,hsc,41.1,6.1,49.5,,,,,
2023,Chinese Beginners,34.0,scaled,26.2,12.2,50.0,,,,,
2023,Chinese Continuers,193.0,hsc,42.2,5.7,49.5,49.5,48.0,46.5,43.5,39.5
2023,Chinese Continuers,193.0,scaled,32.4,9.9,50.0,48.9,44.1,39.2,33.7,26.8
2023,Chinese Extension,52.0,hsc,45.0,3.1,49.0,49.0,48.0,47.0,45.0,44.0
2023,Chinese Extension,52.0,scaled,36.2,6.9,50.0,50.0,44.1,41.0,35.5,32.0
2023,Chinese & Literature,261.0,hsc,41.8,3.6,48.5,47.5,46.0,44.5,42.5,39.5
2023,Chinese & Literature,261.0,scaled,24.4,10.2,48.9,45.6,37.9,31.8,24.5,15.9
2023,Chinese in Context,128.0,hsc,44.8,3.2,49.0,49.0,48.0,47.0,46.0,43.5
2023,Chinese in Context,128.0,scaled,31.0,9.3,50.0,49.1,42.2,36.8,32.8,25.1
2023,Classical Greek Continuers,19.0,hsc,43.2,4.8,49.5,,,,,
2023,Classical Greek Continuers,19.0,scaled,40.2,8.1,50.0,,,,,
2023,Classical Hebrew Continuers,15.0,hsc,39.8,6.1,46.5,,,,,
2023,Classical Hebrew Continuers,15.0,scaled,33.8,10.5,50.0,,,,,
2023,French Beginners,298.0,hsc,38.2,6.9,49.5,49.0,47.0,44.0,38.0,33.5
2023,French Beginners,298.0,scaled,24.8,10.9,49.2,47.3,39.7,33.5,24.3,16.6
2023,French Continuers,511.0,hsc,41.0,4.5,49.0,48.5,46.5,45.0,41.0,38.0
2023,French Continuers,511.0,scaled,34.0,8.1,50.0,48.4,43.9,40.2,34.8,28.3
2023,French Extension,113.0,hsc,39.6,4.6,47.0,47.0,46.0,44.0,40.0,37.0
2023,French Extension,113.0,scaled,39.0,5.8,50.0,49.7,46.0,43.6,39.5,35.6
2023,German Beginners,77.0,hsc,39.5,6.7,50.0,50.0,47.5,45.0,40.5,34.0
2023,German Beginners,77.0,scaled,24.3,11.7,49.9,49.9,40.1,32.7,23.4,15.4
2023,German Continuers,162.0,hsc,40.8,5.3,49.0,48.5,47.0,45.0,40.5,37.0
2023,German Continuers,162.0,scaled,33.5,9.6,50.0,49.2,46.2,41.4,33.6,25.7
2023,German Extension,39.0,hsc,43.9,3.8,49.0,,,,,
2023,German Extension,39.0,scaled,39.8,5.5,50.0,,,,,
2023,Hindi Continuers,29.0,hsc,44.1,3.7,48.0,,,,,
2023,Hindi Continuers,29.0,scaled,24.2,13.6,50.0,,,,,
2023,Indonesian Beginners,23.0,hsc,40.6,6.0,48.5,,,,,
2023,Indonesian Beginners,23.0,scaled,25.4,8.9,42.5,,,,,
2023,Indonesian Continuers,48.0,hsc,42.5,4.7,49.0,49.0,47.5,46.5,43.0,38.5
2023,Indonesian Continuers,48.0,scaled,30.1,8.8,47.5,47.5,41.2,37.1,30.1,22.4
2023,Italian Beginners,232.0,hsc,38.9,6.6,50.0,49.5,47.5,44.0,39.5,35.0
2023,Italian Beginners,232.0,scaled,26.2,10.7,50.0,49.0,41.7,33.4,25.4,18.4
2023,Italian Continuers,167.0,hsc,41.0,5.0,49.5,49.0,47.0,45.0,42.0,38.0
2023,Italian Continuers,167.0,scaled,32.2,9.2,50.0,49.7,42.9,39.0,33.2,26.5
2023,Italian Extension,30.0,hsc,44.4,3.0,49.0,,,,,
2023,Italian Extension,30.0,scaled,39.3,5.0,50.0,,,,,
2023,Japanese Beginners,525.0,hsc,35.4,9.0,49.5,48.0,45.5,42.0,37.0,30.0
2023,Japanese Beginners,525.0,scaled,23.4,11.8,48.2,43.7,38.2,33.4,24.4,13.5
2023,Japanese Continuers,659.0,hsc,39.6,6.1,49.5,48.5,46.5,44.5,40.5,36.0
2023,Japanese Continuers,659.0,scaled,30.8,10.0,50.0,47.2,43.0,38.9,32.1,23.9
2023,Japanese Extension,145.0,hsc,42.3,5.6,49.0,49.0,48.0,47.0,45.0,39.0
2023,Japanese Extension,145.0,scaled,37.2,6.5,50.0,48.0,44.7,42.2,38.0,33.2
2023,Japanese in Context,51.0,hsc,43.5,2.6,46.5,46.5,45.5,45.0,44.0,42.5
2023,Japanese in Context,51.0,scaled,28.8,10.5,48.8,48.8,40.0,35.7,29.6,21.7
2023,Khmer Continuers,12.0,hsc,43.4,2.4,47.0,,,,,
2023,Khmer Continuers,12.0,scaled,15.8,10.2,36.9,,,,,
2023,Korean Beginners,129.0,hsc,40.3,5.2,49.0,49.0,47.0,44.0,41.0,37.0
2023,Korean Beginners,129.0,scaled,25.9,9.4,45.9,44.3,39.2,32.3,26.4,19.3
2023,Korean Continuers,13.0,hsc,41.3,6.2,48.5,,,,,
2023,Korean Continuers,13.0,scaled,25.0,9.0,40.9,,,,,
2023,Korean & Literature,29.0,hsc,44.1,2.7,48.0,,,,,
2023,Korean & Literature,29.0,scaled,26.3,12.5,50.0,,,,,
2023,Korean in Context,56.0,hsc,45.1,3.2,49.0,49.0,48.0,47.0,46.5,43.5
2023,Korean in Context,56.0,scaled,29.2,8.8,48.4,48.4,40.5,34.5,30.6,22.0
2023,Latin Continuers,160.0,hsc,43.5,3.8,49.5,49.0,48.0,46.0,44.5,41.5
2023,Latin Continuers,160.0,scaled,41.2,6.4,50.0,49.7,48.1,45.8,42.6,38.4
2023,Latin Extension,92.0,hsc,45.9,3.1,50.0,50.0,49.0,48.0,46.0,45.0
2023,Latin Extension,92.0,scaled,42.2,6.0,50.0,50.0,47.8,45.9,43.2,39.9
2023,Macedonian Continuers,11.0,hsc,37.7,6.2,47.0,,,,,
2023,Macedonian Continuers,11.0,scaled,25.4,14.6,50.0,,,,,
2023,Modern Greek Beginners,86.0,hsc,41.9,6.9,49.5,49.5,48.0,47.0,43.5,39.0
2023,Modern Greek Beginners,86.0,scaled,25.5,10.8,48.7,48.7,38.5,34.1,25.5,17.9
2023,Modern Greek Continuers,67.0,hsc,43.4,4.2,49.5,49.5,48.5,47.5,44.0,39.5
2023,Modern Greek Continuers,67.0,scaled,28.1,9.8,48.6,48.6,42.0,37.3,26.7,19.7
2023,Modern Greek Extension,23.0,hsc,43.1,5.0,50.0,,,,,
2023,Modern Greek Extension,23.0,scaled,34.5,7.6,49.5,,,,,
2023,Modern Hebrew Continuers,17.0,hsc,47.2,2.1,49.5,,,,,
2023,Modern Hebrew Continuers,17.0,scaled,34.9,10.3,50.0,,,,,
2023,Persian Continuers,24.0,hsc,43.3,4.8,49.0,,,,,
2023,Persian Continuers,24.0,scaled,15.9,11.4,41.5,,,,,
2023,Polish Continuers,14.0,hsc,46.9,1.6,49.0,,,,,
2023,Polish Continuers,14.0,scaled,26.4,9.2,42.6,,,,,
2023,Portuguese Continuers,18.0,hsc,41.4,4.3,46.5,,,,,
2023,Portuguese Continuers,18.0,scaled,26.6,11.9,47.2,,,,,
2023,Punjabi Continuers,23.0,hsc,38.9,6.3,46.0,,,,,
2023,Punjabi Continuers,23.0,scaled,24.0,15.4,49.5,,,,,
2023,Russian Continuers,27.0,hsc,45.6,2.5,50.0,,,,,
2023,Russian Continuers,27.0,scaled,28.9,9.7,50.0,,,,,
2023,Serbian Continuers,27.0,hsc,44.6,3.2,49.5,,,,,
2023,Serbian Continuers,27.0,scaled,20.9,10.7,46.3,,,,,
2023,Spanish Beginners,192.0,hsc,39.3,7.6,49.0,49.0,47.0,44.5,40.5,36.0
2023,Spanish Beginners,192.0,scaled,25.8,12.7,50.0,50.0,42.2,35.4,26.1,16.6
2023,Spanish Continuers,128.0,hsc,41.0,4.5,50.0,49.0,46.5,44.5,41.5,38.0
2023,Spanish Continuers,128.0,scaled,26.8,10.1,48.8,45.6,40.3,34.5,26.3,20.3
2023,Spanish Extension,31.0,hsc,44.8,2.8,48.0,,,,,
2023,Spanish Extension,31.0,scaled,31.6,7.7,46.4,,,,,
2023,Turkish Continuers,34.0,hsc,41.9,5.0,48.5,,,,,
2023,Turkish Continuers,34.0,scaled,25.3,12.9,50.0,,,,,
2023,Vietnamese Continuers,110.0,hsc,39.4,3.9,48.5,46.5,44.0,42.0,39.5,37.5
2023,Vietnamese Continuers,110.0,scaled,19.7,10.0,44.2,42.1,33.8,27.2,18.3,12.2
2023,Automotive Exam,229.0,hsc,34.1,5.7,47.5,47.0,42.0,37.0,34.0,30.5
2023,Automotive Exam,229.0,scaled,15.1,8.5,36.0,35.6,28.4,19.7,13.9,8.8
2023,Business Services Exam,1032.0,hsc,37.2,4.4,48.5,46.5,42.5,40.0,38.0,34.5
2023,Business Services Exam,1032.0,scaled,19.5,10.1,43.7,42.2,33.7,26.8,19.5,11.3
2023,Construction Exam,1551.0,hsc,38.4,4.7,49.5,47.0,44.0,42.0,39.0,35.5
2023,Construction Exam,1551.0,scaled,16.2,10.0,40.6,37.8,30.5,24.1,14.9,7.8
2023,Electrotechnology Exam,251.0,hsc,35.5,4.6,48.5,46.5,41.5,38.0,35.5,32.5
2023,Electrotechnology Exam,251.0,scaled,17.9,8.3,38.3,36.9,29.6,23.0,16.8,11.7
2023,Entertainment Industry Exam,691.0,hsc,38.6,5.5,48.5,47.5,45.5,43.0,39.0,35.0
2023,Entertainment Industry Exam,691.0,scaled,21.3,10.0,45.6,43.3,35.3,29.1,20.5,13.4
2023,Financial Services Exam,81.0,hsc,37.0,5.1,48.0,48.0,44.0,41.5,36.5,34.0
2023,Financial Services Exam,81.0,scaled,23.0,10.1,46.1,46.1,37.8,31.6,21.0,16.3
2023,Hospitality Exam,4424.0,hsc,37.4,4.8,49.5,46.5,43.0,40.5,37.5,34.5
2023,Hospitality Exam,4424.0,scaled,19.0,10.3,44.2,41.4,33.0,26.0,17.7,11.1
2023,Human Services Exam,652.0,hsc,36.4,4.1,49.0,46.5,42.0,39.0,36.5,33.5
2023,Human Services Exam,652.0,scaled,19.2,9.3,41.9,39.8,32.6,26.5,19.3,11.7
2023,Information & Digital Technology Exam,366.0,hsc,38.1,4.3,48.0,46.5,44.0,41.5,38.0,35.0
2023,Information & Digital Technology Exam,366.0,scaled,20.8,9.2,43.1,40.3,34.1,28.3,19.7,13.5
2023,Primary Industries Exam,498.0,hsc,37.2,4.1,47.0,45.5,42.5,40.0,37.5,34.5
2023,Primary Industries Exam,498.0,scaled,16.1,9.7,39.7,38.2,30.6,22.6,15.3,8.5
2023,Retail Services Exam,751.0,hsc,35.1,5.0,47.5,45.5,41.0,38.5,35.5,32.0
2023,Retail Services Exam,751.0,scaled,16.4,10.8,42.8,40.8,31.9,24.0,14.6,7.2
2023,"Tourism, Travel & Events Exam",67.0,hsc,38.1,3.8,45.5,45.5,43.0,40.5,38.5,36.0
2023,"Tourism, Travel & Events Exam",67.0,scaled,20.5,11.0,46.3,46.3,36.8,27.2,19.5,12.6
2024,Aboriginal Studies,759.0,hsc,36.3,7.2,49.5,48.5,45.0,42.0,37.0,31.0
2024,Aboriginal Studies,759.0,scaled,15.1,12.1,44.7,43.6,34.3,23.9,11.9,4.4
2024,Agriculture,1586.0,hsc,36.3,6.4,50.0,48.5,45.0,41.0,36.5,31.5
