year,course,number,mark_type,mean,sd,max,p99,p90,p75,p50,p25
2021,History Extension,1742.0,scaled,33.4,7.5,50.0,46.9,42.8,38.7,33.8,28.7
2021,Music 1,4697.0,hsc,40.9,4.6,50.0,49.0,46.5,44.0,41.5,38.0
2021,Music 1,4697.0,scaled,21.1,10.8,47.0,44.5,36.5,28.9,20.3,12.5
2021,Music 2,710.0,hsc,43.9,3.3,49.5,49.5,48.0,46.5,44.5,42.0
2021,Music 2,710.0,scaled,33.5,8.9,50.0,49.4,44.9,40.4,34.2,27.2
2021,Music Extension,381.0,hsc,44.8,5.0,50.0,50.0,50.0,49.0,46.0,42.0
2021,Music Extension,381.0,scaled,35.2,9.6,50.0,50.0,47.9,42.9,35.9,27.5
2021,PDH&PE,16482.0,hsc,36.3,5.9,49.5,47.0,44.0,41.0,36.5,32.5
2021,PDH&PE,16482.0,scaled,23.1,10.5,48.5,44.3,37.9,31.3,22.6,14.9
2021,Physics,7922.0,hsc,37.9,5.9,49.5,48.0,45.0,42.5,38.5,34.0
2021,Physics,7922.0,scaled,30.6,10.0,50.0,47.1,42.8,38.8,31.8,23.6
2021,Science Extension,715.0,hsc,37.5,5.1,49.0,47.0,45.0,41.0,37.0,34.0
2021,Science Extension,715.0,scaled,33.5,7.4,50.0,47.7,43.8,38.9,33.6,28.8
2021,Society & Culture,4739.0,hsc,38.7,5.6,49.5,48.0,45.5,43.0,39.0,35.5
2021,Society & Culture,4739.0,scaled,23.4,10.6,48.5,44.9,37.9,31.6,23.1,15.1
2021,Software Design & Development,1714.0,hsc,37.3,6.1,49.5,48.5,45.5,42.0,37.5,33.0
2021,Software Design & Development,1714.0,scaled,25.6,10.9,50.0,47.4,40.6,34.0,25.2,17.1
2021,Studies of Religion I,8389.0,hsc,37.8,5.7,50.0,48.0,45.0,42.0,38.0,33.0
2021,Studies of Religion I,8389.0,scaled,27.6,9.1,48.8,45.0,39.5,34.6,27.8,20.8
2021,Studies of Religion II,6132.0,hsc,38.2,5.9,49.5,47.5,45.0,43.0,39.0,34.0
2021,Studies of Religion II,6132.0,scaled,27.5,10.0,50.0,45.7,40.2,35.3,28.3,20.4
2021,Textiles & Design,1189.0,hsc,39.5,5.9,49.0,48.0,46.0,44.0,40.5,36.5
2021,Textiles & Design,1189.0,scaled,23.1,11.6,49.0,47.0,39.3,32.2,22.5,13.8
2021,Visual Arts,8417.0,hsc,40.7,4.3,50.0,48.0,45.5,44.0,41.5,38.0
2021,Visual Arts,8417.0,scaled,22.1,11.1,48.8,45.1,37.8,30.5,21.5,13.2
2021,Arabic Continuers,275.0,hsc,41.0,4.5,49.0,48.0,46.0,44.0,41.5,39.0
2021,Arabic Continuers,275.0,scaled,19.2,11.4,46.8,44.7,36.8,27.6,16.7,10.1
2021,Arabic Extension,68.0,hsc,43.7,3.8,50.0,50.0,48.0,46.0,44.0,42.0
2021,Arabic Extension,68.0,scaled,27.8,6.6,43.6,43.6,37.2,31.8,26.9,23.4
2021,Armenian Continuers,22.0,hsc,41.6,3.2,47.5,,,,,
2021,Armenian Continuers,22.0,scaled,27.4,10.2,50.0,,,,,
2021,Chinese Beginners,67.0,hsc,40.0,7.0,49.5,49.5,48.0,46.0,42.0,34.5
2021,Chinese Beginners,67.0,scaled,26.3,10.6,47.6,47.6,40.4,34.1,27.7,18.0
2021,Chinese Continuers,209.0,hsc,42.3,5.3,49.5,49.0,48.0,46.5,43.0,39.0
2021,Chinese Continuers,209.0,scaled,31.3,10.1,50.0,47.3,44.5,38.5,31.4,24.7
2021,Chinese Extension,49.0,hsc,44.2,4.4,49.0,49.0,48.0,47.0,46.0,42.0
2021,Chinese Extension,49.0,scaled,37.7,8.1,50.0,50.0,47.2,43.1,40.1,31.8
2021,Chinese & Literature,373.0,hsc,41.3,4.3,48.0,47.5,46.0,44.5,42.0,39.0
2021,Chinese & Literature,373.0,scaled,24.8,10.4,49.7,47.6,38.8,32.3,25.0,17.1
2021,Chinese in Context,130.0,hsc,44.5,4.1,49.5,49.0,48.5,47.5,46.0,43.0
2021,Chinese in Context,130.0,scaled,30.7,10.3,50.0,48.4,43.5,38.3,31.9,24.0
2021,Classical Greek Continuers,14.0,hsc,46.6,2.3,49.0,,,,,
2021,Classical Greek Continuers,14.0,scaled,41.4,8.1,50.0,,,,,
2021,Classical Hebrew Continuers,28.0,hsc,41.9,8.7,49.5,,,,,
2021,Classical Hebrew Continuers,28.0,scaled,32.1,9.7,47.8,,,,,
2021,Classical Hebrew Extension,15.0,hsc,44.5,3.1,49.0,,,,,
2021,Classical Hebrew Extension,15.0,scaled,36.3,5.9,50.0,,,,,
2021,French Beginners,380.0,hsc,38.9,7.5,50.0,49.5,47.0,44.5,40.0,35.0
2021,French Beginners,380.0,scaled,24.2,11.4,50.0,48.0,39.0,32.5,24.3,16.1
2021,French Continuers,598.0,hsc,41.2,5.4,49.5,49.0,47.5,46.0,41.5,37.5
2021,French Continuers,598.0,scaled,34.0,9.0,50.0,49.1,45.0,41.6,34.5,27.7
2021,French Extension,132.0,hsc,39.2,6.1,49.0,49.0,46.0,44.0,40.0,35.0
2021,French Extension,132.0,scaled,39.7,6.2,50.0,49.9,46.8,44.3,40.1,36.0
2021,German Beginners,104.0,hsc,40.1,6.6,49.0,49.0,47.5,46.5,42.0,35.5
2021,German Beginners,104.0,scaled,28.0,11.3,50.0,49.2,42.0,39.3,28.1,20.1
2021,German Continuers,152.0,hsc,41.3,5.6,49.5,49.5,47.0,46.0,42.0,37.5
2021,German Continuers,152.0,scaled,33.3,10.3,50.0,49.6,44.3,41.3,35.1,25.9
2021,German Extension,45.0,hsc,45.6,3.3,49.0,49.0,49.0,48.0,46.0,44.0
2021,German Extension,45.0,scaled,39.5,6.0,50.0,50.0,46.7,44.4,40.0,35.7
2021,Hindi Continuers,23.0,hsc,42.0,3.8,47.5,,,,,
2021,Hindi Continuers,23.0,scaled,30.2,11.0,50.0,,,,,
2021,Indonesian Beginners,19.0,hsc,38.6,5.4,48.0,,,,,
2021,Indonesian Beginners,19.0,scaled,24.5,7.7,41.3,,,,,
2021,Indonesian Continuers,62.0,hsc,39.2,6.8,49.0,49.0,47.5,45.5,39.5,33.0
2021,Indonesian Continuers,62.0,scaled,31.0,10.3,50.0,50.0,45.2,39.5,31.3,21.7
2021,Indonesian Extension,17.0,hsc,41.3,5.2,48.0,,,,,
2021,Indonesian Extension,17.0,scaled,33.5,5.9,48.3,,,,,
2021,Indonesian & Literature,13.0,hsc,39.7,4.6,45.5,,,,,
2021,Indonesian & Literature,13.0,scaled,25.0,11.4,44.6,,,,,
2021,Italian Beginners,321.0,hsc,38.9,6.3,49.5,49.0,46.5,44.5,39.5,34.5
2021,Italian Beginners,321.0,scaled,25.3,10.9,50.0,47.2,40.3,34.0,25.0,17.3
2021,Italian Continuers,198.0,hsc,42.2,4.9,50.0,49.5,47.0,46.0,43.5,39.0
2021,Italian Continuers,198.0,scaled,31.5,9.2,50.0,48.4,41.4,38.3,33.1,25.1
2021,Italian Extension,36.0,hsc,43.9,4.1,50.0,,,,,
2021,Italian Extension,36.0,scaled,38.0,5.4,50.0,,,,,
2021,Japanese Beginners,545.0,hsc,35.3,9.0,50.0,49.0,46.0,42.0,36.5,30.5
2021,Japanese Beginners,545.0,scaled,23.0,11.4,47.4,44.3,38.3,32.2,23.9,14.5
2021,Japanese Continuers,632.0,hsc,39.9,6.4,50.0,49.0,47.5,45.0,41.0,35.5
2021,Japanese Continuers,632.0,scaled,30.8,9.4,50.0,47.5,42.8,38.3,31.8,24.6
2021,Japanese Extension,166.0,hsc,43.4,5.6,50.0,49.0,48.0,47.0,46.0,41.0
2021,Japanese Extension,166.0,scaled,36.3,6.3,50.0,48.0,43.6,41.3,36.9,32.3
2021,Japanese & Literature,10.0,hsc,40.2,3.9,45.0,,,,,
2021,Japanese & Literature,10.0,scaled,26.7,12.0,47.4,,,,,
2021,Japanese in Context,33.0,hsc,42.9,2.7,49.5,,,,,
2021,Japanese in Context,33.0,scaled,29.0,8.5,48.8,,,,,
2021,Korean Beginners,110.0,hsc,41.0,5.0,49.5,49.0,47.5,44.5,41.5,38.0
2021,Korean Beginners,110.0,scaled,25.7,10.2,48.4,46.7,40.2,32.6,25.5,18.0
2021,Korean Continuers,19.0,hsc,44.3,4.2,49.0,,,,,
2021,Korean Continuers,19.0,scaled,29.6,9.9,50.0,,,,,
2021,Korean & Literature,25.0,hsc,43.4,3.1,47.5,,,,,
2021,Korean & Literature,25.0,scaled,23.7,12.6,50.0,,,,,
2021,Korean in Context,42.0,hsc,45.3,3.6,49.0,49.0,49.0,47.5,46.0,44.5
2021,Korean in Context,42.0,scaled,27.2,10.5,47.4,47.4,43.2,34.6,25.6,20.8
2021,Latin Continuers,154.0,hsc,42.9,4.7,49.0,49.0,47.5,46.5,44.5,40.0
2021,Latin Continuers,154.0,scaled,40.8,7.5,50.0,49.9,47.7,46.0,43.1,37.8
2021,Latin Extension,101.0,hsc,45.8,4.8,50.0,50.0,50.0,49.0,48.0,45.0
2021,Latin Extension,101.0,scaled,41.4,7.5,50.0,50.0,48.1,46.2,44.0,38.9
2021,Macedonian Continuers,26.0,hsc,37.5,6.5,50.0,,,,,
2021,Macedonian Continuers,26.0,scaled,24.7,10.2,47.8,,,,,
2021,Modern Greek Beginners,69.0,hsc,43.9,5.8,49.5,49.5,49.0,48.0,46.0,41.5
2021,Modern Greek Beginners,69.0,scaled,28.4,12.2,50.0,50.0,43.3,37.3,29.5,19.1
2021,Modern Greek Continuers,53.0,hsc,43.0,3.8,49.5,49.5,48.0,46.0,42.5,40.0
2021,Modern Greek Continuers,53.0,scaled,28.5,11.1,50.0,50.0,44.2,37.7,26.5,20.0
2021,Modern Greek Extension,16.0,hsc,40.2,7.0,49.0,,,,,
2021,Modern Greek Extension,16.0,scaled,34.8,8.5,50.0,,,,,
2021,Modern Hebrew Continuers,31.0,hsc,46.0,2.5,50.0,,,,,
2021,Modern Hebrew Continuers,31.0,scaled,34.3,8.3,50.0,,,,,
2021,Persian Continuers,27.0,hsc,43.4,3.2,50.0,,,,,
2021,Persian Continuers,27.0,scaled,18.4,9.1,40.4,,,,,
2021,Polish Continuers,16.0,hsc,43.0,3.8,49.0,,,,,
2021,Polish Continuers,16.0,scaled,27.5,10.7,49.2,,,,,
2021,Portuguese Continuers,13.0,hsc,43.0,5.4,49.0,,,,,
2021,Portuguese Continuers,13.0,scaled,31.5,10.9,45.5,,,,,
2021,Punjabi Continuers,26.0,hsc,44.9,3.3,49.5,,,,,
2021,Punjabi Continuers,26.0,scaled,28.8,10.3,49.3,,,,,
2021,Russian Continuers,18.0,hsc,43.0,3.5,48.5,,,,,
2021,Russian Continuers,18.0,scaled,27.8,10.4,50.0,,,,,
2021,Serbian Continuers,12.0,hsc,45.6,2.2,49.5,,,,,
2021,Serbian Continuers,12.0,scaled,27.8,11.8,50.0,,,,,
2021,Spanish Beginners,275.0,hsc,39.1,6.7,49.5,48.5,46.5,44.5,40.5,35.5
2021,Spanish Beginners,275.0,scaled,24.3,11.4,49.7,46.3,39.7,33.8,24.7,15.5
2021,Spanish Continuers,155.0,hsc,39.1,4.3,47.5,46.5,44.5,42.5,39.5,36.5
2021,Spanish Continuers,155.0,scaled,25.7,10.8,50.0,47.1,40.4,33.8,25.9,19.8
2021,Spanish Extension,51.0,hsc,44.1,3.5,50.0,50.0,48.0,47.0,44.0,41.0
2021,Spanish Extension,51.0,scaled,31.0,6.2,45.8,45.8,38.4,35.1,29.3,25.6
2021,Turkish Continuers,38.0,hsc,42.5,3.3,50.0,,,,,
2021,Turkish Continuers,38.0,scaled,25.4,10.4,50.0,,,,,
2021,Vietnamese Continuers,217.0,hsc,40.9,3.7,48.5,48.0,45.0,44.0,41.5,38.5
2021,Vietnamese Continuers,217.0,scaled,22.7,9.9,46.9,45.6,36.0,30.6,22.2,14.8
2021,Automotive Exam,219.0,hsc,34.0,5.2,47.5,46.0,40.5,38.0,34.0,30.5
2021,Automotive Exam,219.0,scaled,14.0,8.8,35.7,34.8,27.2,21.3,11.9,6.8
2021,Business Services Exam,1276.0,hsc,36.6,5.8,48.0,46.5,43.5,40.5,37.0,33.0
2021,Business Services Exam,1276.0,scaled,19.3,10.6,44.7,42.5,34.6,26.3,18.2,11.1
2021,Construction Exam,1607.0,hsc,37.8,5.2,48.5,47.0,44.0,41.5,38.5,34.5
2021,Construction Exam,1607.0,scaled,15.8,9.4,38.8,37.1,30.0,22.4,14.6,7.6
2021,Electrotechnology Exam,231.0,hsc,34.0,4.6,47.0,46.5,40.0,36.5,33.0,31.0
2021,Electrotechnology Exam,231.0,scaled,18.3,7.9,37.6,37.2,29.3,23.1,17.2,12.8
2021,Entertainment Industry Exam,827.0,hsc,39.6,4.8,49.0,47.0,45.0,43.0,40.0,37.0
2021,Entertainment Industry Exam,827.0,scaled,20.8,9.5,44.1,40.7,33.1,27.3,20.2,13.1
2021,Financial Services Exam,111.0,hsc,36.7,4.9,48.0,47.5,44.5,40.5,36.0,33.0
2021,Financial Services Exam,111.0,scaled,26.8,9.7,50.0,49.4,42.8,34.1,25.3,19.0
2021,Hospitality Exam,4467.0,hsc,36.5,5.6,48.5,46.5,43.0,40.5,37.0,32.5
2021,Hospitality Exam,4467.0,scaled,19.1,10.0,43.7,40.6,33.0,26.1,18.2,10.6
2021,Human Services Exam,673.0,hsc,35.4,3.8,44.5,43.5,40.0,38.0,35.5,33.0
2021,Human Services Exam,673.0,scaled,20.4,9.7,43.8,42.5,34.0,27.3,19.7,12.6
2021,Information & Digital Technology Exam,418.0,hsc,36.7,4.7,48.5,45.5,42.5,39.5,37.0,34.0
2021,Information & Digital Technology Exam,418.0,scaled,21.5,9.5,44.7,41.7,35.1,27.9,20.8,14.0
2021,Primary Industries Exam,526.0,hsc,37.1,4.7,47.0,46.5,42.5,40.0,37.0,34.5
2021,Primary Industries Exam,526.0,scaled,18.0,9.8,41.8,40.4,31.5,25.3,16.5,10.1
2021,Retail Services Exam,776.0,hsc,33.8,5.4,46.0,44.5,39.5,37.5,34.5,31.0
2021,Retail Services Exam,776.0,scaled,16.4,10.8,43.0,41.9,33.1,24.6,14.4,7.8
2021,"Tourism, Travel & Events Exam",133.0,hsc,37.2,3.7,45.5,45.0,41.0,39.5,37.5,35.5
2021,"Tourism, Travel & Events Exam",133.0,scaled,21.5,9.9,44.7,43.6,33.6,27.9,20.7,14.0
2022,Aboriginal Studies,737.0,hsc,36.6,7.3,49.5,49.0,46.5,42.0,37.0,31.5
2022,Aboriginal Studies,737.0,scaled,16.0,12.6,46.2,44.8,37.1,24.2,12.8,5.7
2022,Agriculture,1464.0,hsc,35.4,6.5,49.5,48.0,44.0,40.0,35.5,31.5
2022,Agriculture,1464.0,scaled,20.0,11.4,47.4,44.5,36.6,29.1,18.8,10.6
2022,Ancient History,6336.0,hsc,36.2,7.0,49.5,47.5,44.5,41.5,37.0,32.0
2022,Ancient History,6336.0,scaled,23.0,11.0,49.0,45.3,37.8,31.5,22.8,14.3
2022,Biology,18891.0,hsc,35.2,6.4,49.0,46.5,43.5,40.0,35.5,30.5
2022,Biology,18891.0,scaled,26.0,10.1,50.0,45.1,39.2,34.1,26.5,18.3
2022,Business Studies,17950.0,hsc,37.2,5.8,50.0,47.5,45.0,41.5,37.0,33.0
2022,Business Studies,17950.0,scaled,23.6,10.8,49.3,44.7,38.7,32.3,23.0,14.8
2022,Chemistry,9929.0,hsc,36.5,6.6,49.5,48.0,44.5,41.0,37.0,32.5
2022,Chemistry,9929.0,scaled,31.7,9.9,50.0,47.4,43.5,39.5,33.5,25.2
2022,Community & Family Studies,8964.0,hsc,37.6,4.7,49.5,47.5,43.5,41.0,38.0,34.5
2022,Community & Family Studies,8964.0,scaled,18.5,10.5,44.0,41.5,34.1,26.1,17.1,10.0
2022,Dance,840.0,hsc,41.2,4.1,50.0,49.0,46.0,44.0,41.5,39.0
2022,Dance,840.0,scaled,24.6,11.1,48.0,46.1,39.8,33.2,24.1,16.4
2022,Design & Technology,3622.0,hsc,39.1,4.9,49.5,48.0,45.5,42.5,39.5,36.0
2022,Design & Technology,3622.0,scaled,22.7,10.5,48.1,45.2,37.4,30.4,22.2,14.7
2022,Drama,3231.0,hsc,40.6,4.7,50.0,49.0,46.5,44.0,41.0,37.0
2022,Drama,3231.0,scaled,24.0,11.1,50.0,47.0,39.5,32.5,23.5,15.2
2022,Earth & Environmental Science,2224.0,hsc,37.1,5.1,48.5,46.5,43.5,41.0,37.5,33.5
2022,Earth & Environmental Science,2224.0,scaled,22.6,10.6,47.7,43.7,36.7,30.6,22.4,14.4
2022,Economics,5378.0,hsc,38.8,5.6,49.5,48.0,45.5,43.0,39.5,35.0
2022,Economics,5378.0,scaled,31.4,9.7,50.0,47.2,43.0,39.1,32.8,24.9
2022,Engineering Studies,2346.0,hsc,36.5,5.9,49.0,47.5,44.5,41.0,37.0,32.5
2022,Engineering Studies,2346.0,scaled,26.0,9.8,49.1,45.6,38.8,33.6,26.5,18.8
2022,English Studies Exam,1273.0,hsc,28.1,5.8,42.5,38.0,34.5,31.5,28.5,26.0
2022,English Studies Exam,1273.0,scaled,9.3,6.0,36.4,24.9,18.0,13.3,8.4,4.4
2022,English Standard,30643.0,hsc,35.1,4.5,48.5,44.0,40.5,38.5,35.5,32.0
2022,English Standard,30643.0,scaled,20.1,8.3,48.4,39.6,31.3,25.8,19.7,14.1
2022,English Advanced,24661.0,hsc,41.0,3.8,49.5,47.5,45.5,43.5,41.5,39.0
2022,English Advanced,24661.0,scaled,32.1,8.3,50.0,46.5,42.2,38.5,33.1,26.8
2022,English EAL/D,1487.0,hsc,33.6,7.1,48.5,47.0,42.5,38.5,34.0,29.5
2022,English EAL/D,1487.0,scaled,20.4,11.5,48.2,46.2,37.5,28.8,18.8,11.0
2022,English Extension 1,3427.0,hsc,42.2,4.8,50.0,49.0,47.0,46.0,43.0,39.0
2022,English Extension 1,3427.0,scaled,36.2,6.7,50.0,47.7,44.0,41.0,37.0,32.2
2022,English Extension 2,1242.0,hsc,40.5,5.9,50.0,49.0,47.0,45.0,41.0,37.0
2022,English Extension 2,1242.0,scaled,35.9,7.1,50.0,48.3,44.6,41.2,36.5,31.4
2022,Food Technology,3639.0,hsc,36.1,6.4,49.0,47.5,44.5,41.0,36.0,32.5
2022,Food Technology,3639.0,scaled,19.0,11.5,46.0,43.4,36.4,28.1,17.0,9.7
2022,Geography,4053.0,hsc,37.8,6.0,49.0,47.5,45.0,42.5,38.5,34.5
2022,Geography,4053.0,scaled,25.4,11.0,50.0,45.7,39.4,34.1,26.0,17.4
2022,Industrial Technology,5673.0,hsc,35.5,5.8,49.5,47.5,43.5,39.0,35.0,31.5
2022,Industrial Technology,5673.0,scaled,17.7,10.0,42.0,39.3,32.2,25.4,16.4,9.4
2022,Information Processes & Technology,1808.0,hsc,36.1,6.1,48.0,46.5,43.5,40.0,37.0,32.5
2022,Information Processes & Technology,1808.0,scaled,22.4,10.8,48.0,44.5,37.4,30.6,21.9,14.0
2022,Investigating Science,2695.0,hsc,35.9,5.9,48.0,46.0,43.0,40.0,36.5,32.5
2022,Investigating Science,2695.0,scaled,19.4,10.7,45.4,41.4,34.1,27.9,19.0,10.4
2022,Legal Studies,10225.0,hsc,37.1,7.1,49.5,48.0,45.5,42.5,38.0,32.5
2022,Legal Studies,10225.0,scaled,24.9,11.0,50.0,45.3,39.5,33.7,25.4,16.2
2022,Mathematics Standard 1 Exam,1410.0,hsc,36.2,5.8,49.5,47.0,43.0,40.0,36.5,33.0
2022,Mathematics Standard 1 Exam,1410.0,scaled,13.0,8.7,34.4,33.0,26.1,19.0,11.3,5.9
2022,Mathematics Standard 2,29874.0,hsc,35.6,6.4,50.0,48.0,44.0,40.5,35.5,31.0
2022,Mathematics Standard 2,29874.0,scaled,22.1,10.3,46.0,42.5,36.3,30.3,21.6,13.7
2022,Mathematics Advanced,16865.0,hsc,39.3,6.0,50.0,49.0,47.0,44.5,39.5,35.0
2022,Mathematics Advanced,16865.0,scaled,31.7,9.5,50.0,47.8,43.7,39.1,32.5,25.0
2022,Mathematics Extension 1,8679.0,hsc,39.0,8.1,49.5,48.5,47.0,46.0,41.0,34.0
2022,Mathematics Extension 1,8679.0,scaled,40.0,7.7,50.0,49.2,47.5,45.6,42.1,36.7
2022,Mathematics Extension 2,3271.0,hsc,40.9,7.3,50.0,49.0,47.5,46.0,43.0,38.0
2022,Mathematics Extension 2,3271.0,scaled,44.2,5.1,50.0,49.5,48.5,47.4,45.6,42.7
2022,Modern History,10153.0,hsc,37.0,6.1,49.5,47.5,44.5,41.5,37.5,33.5
2022,Modern History,10153.0,scaled,25.4,10.9,50.0,46.1,39.5,33.7,26.2,17.6
2022,History Extension,1532.0,hsc,39.9,6.0,49.0,48.0,47.0,45.0,41.0,37.0
2022,History Extension,1532.0,scaled,33.6,7.3,50.0,47.4,42.8,38.8,34.0,29.2
2022,Music 1,4263.0,hsc,41.2,4.7,50.0,48.5,46.5,44.5,42.0,38.5
2022,Music 1,4263.0,scaled,21.4,10.6,46.7,43.3,36.0,29.4,21.0,13.0
2022,Music 2,684.0,hsc,43.4,3.1,50.0,49.0,47.5,45.5,43.5,41.5
2022,Music 2,684.0,scaled,34.2,8.2,50.0,48.5,44.1,40.2,35.3,28.9
2022,Music Extension,353.0,hsc,46.1,4.1,50.0,50.0,50.0,49.0,47.0,45.0
2022,Music Extension,353.0,scaled,36.6,9.2,50.0,50.0,50.0,44.1,37.1,30.7
2022,PDH&PE,15883.0,hsc,35.1,6.1,49.5,46.5,43.5,40.0,35.0,30.5
2022,PDH&PE,15883.0,scaled,22.8,10.4,48.1,43.8,37.3,31.0,22.3,14.6
2022,Physics,7633.0,hsc,37.4,6.8,50.0,48.0,45.5,42.5,38.0,33.0
2022,Physics,7633.0,scaled,30.9,10.4,50.0,46.8,43.4,39.3,32.5,23.6
2022,Science Extension,658.0,hsc,37.9,4.8,50.0,48.0,44.0,41.0,38.0,35.0
2022,Science Extension,658.0,scaled,33.8,7.2,50.0,48.1,42.5,38.9,34.4,30.1
2022,Society & Culture,4614.0,hsc,38.3,5.5,49.5,48.0,45.0,42.5,39.0,35.0
2022,Society & Culture,4614.0,scaled,23.3,10.8,48.6,45.5,38.1,31.5,22.9,14.6
2022,Software Design & Development,1806.0,hsc,37.4,6.6,49.5,48.5,46.0,42.0,38.0,33.5
2022,Software Design & Development,1806.0,scaled,26.8,11.0,50.0,46.8,41.4,35.4,27.5,18.6
2022,Studies of Religion I,8433.0,hsc,38.4,4.8,50.0,48.0,45.0,42.0,39.0,35.0
2022,Studies of Religion I,8433.0,scaled,27.3,9.2,48.9,45.1,39.5,34.2,27.6,20.6
2022,Studies of Religion II,6091.0,hsc,38.6,5.4,49.5,47.5,45.0,42.5,39.5,35.5
2022,Studies of Religion II,6091.0,scaled,27.1,10.3,50.0,45.6,40.2,35.3,28.0,19.6
2022,Textiles & Design,1485.0,hsc,39.3,5.8,49.0,48.0,46.0,43.5,40.5,35.5
2022,Textiles & Design,1485.0,scaled,23.0,11.2,48.7,44.5,38.0,32.0,22.9,13.5
2022,Visual Arts,8177.0,hsc,40.9,4.1,49.5,48.0,45.5,44.0,41.5,38.5
2022,Visual Arts,8177.0,scaled,22.1,11.1,49.0,45.5,37.7,30.7,21.3,13.2
2022,Arabic Continuers,294.0,hsc,40.7,4.5,49.0,48.0,45.5,44.0,41.0,38.0
2022,Arabic Continuers,294.0,scaled,16.6,11.1,43.3,41.9,32.9,25.2,14.0,7.1
2022,Arabic Extension,70.0,hsc,40.5,4.5,48.0,48.0,46.0,44.0,41.0,38.0
2022,Arabic Extension,70.0,scaled,24.4,6.4,39.2,39.2,32.5,28.6,25.0,19.9
2022,Armenian Continuers,20.0,hsc,40.5,3.7,46.5,,,,,
2022,Armenian Continuers,20.0,scaled,29.4,12.0,50.0,,,,,
2022,Chinese Beginners,59.0,hsc,39.5,7.4,49.5,49.5,47.0,45.0,41.5,35.5
2022,Chinese Beginners,59.0,scaled,23.0,10.8,44.5,44.5,35.7,31.4,24.6,14.0
2022,Chinese Continuers,207.0,hsc,42.7,4.4,49.0,48.5,47.5,46.0,43.5,40.0
2022,Chinese Continuers,207.0,scaled,34.0,8.7,50.0,48.3,45.4,40.6,35.0,28.6
2022,Chinese Extension,61.0,hsc,44.6,2.8,50.0,50.0,48.0,46.0,45.0,43.0
2022,Chinese Extension,61.0,scaled,38.4,5.8,50.0,50.0,45.3,41.7,39.0,34.5
2022,Chinese & Literature,330.0,hsc,41.6,4.0,48.0,47.5,45.5,44.5,42.5,39.0
2022,Chinese & Literature,330.0,scaled,24.7,11.3,50.0,46.6,38.8,33.4,25.3,15.1
2022,Chinese in Context,152.0,hsc,43.9,5.5,49.0,49.0,47.5,47.0,45.5,42.5
2022,Chinese in Context,152.0,scaled,30.6,10.3,50.0,46.9,41.7,38.8,32.0,24.4
2022,Classical Hebrew Continuers,19.0,hsc,43.1,4.9,48.0,,,,,
2022,Classical Hebrew Continuers,19.0,scaled,34.1,9.3,49.0,,,,,
2022,Filipino Continuers,10.0,hsc,44.6,2.8,47.5,,,,,
2022,Filipino Continuers,10.0,scaled,20.9,12.4,39.7,,,,,
2022,French Beginners,323.0,hsc,37.9,7.2,50.0,49.0,47.0,44.0,38.0,32.5
2022,French Beginners,323.0,scaled,25.0,10.5,49.1,45.7,39.5,32.7,24.6,16.6
2022,French Continuers,514.0,hsc,40.4,5.5,49.0,49.0,47.0,45.0,41.0,37.5
2022,French Continuers,514.0,scaled,34.0,8.7,50.0,49.3,44.4,40.6,35.0,29.0
2022,French Extension,98.0,hsc,39.6,4.4,47.0,47.0,45.0,43.0,40.0,37.0
2022,French Extension,98.0,scaled,40.2,4.8,50.0,50.0,45.3,43.2,40.9,37.6
2022,German Beginners,91.0,hsc,39.9,6.7,50.0,50.0,48.0,45.5,41.0,34.5
2022,German Beginners,91.0,scaled,25.0,10.8,49.1,49.1,41.1,33.1,24.2,16.9
2022,German Continuers,143.0,hsc,40.5,5.3,49.5,49.0,47.0,45.0,40.5,37.5
2022,German Continuers,143.0,scaled,34.4,8.6,50.0,48.5,44.9,40.8,34.9,29.9
2022,German Extension,37.0,hsc,44.2,4.2,50.0,,,,,
2022,German Extension,37.0,scaled,39.0,5.8,50.0,,,,,
2022,Hindi Continuers,32.0,hsc,42.2,4.4,46.5,,,,,
2022,Hindi Continuers,32.0,scaled,23.9,13.5,50.0,,,,,
2022,Indonesian Beginners,27.0,hsc,41.5,4.6,49.0,,,,,
2022,Indonesian Beginners,27.0,scaled,26.0,11.4,50.0,,,,,
2022,Indonesian Continuers,45.0,hsc,42.3,5.1,49.0,49.0,47.5,46.0,43.5,39.5
2022,Indonesian Continuers,45.0,scaled,31.9,10.2,50.0,50.0,44.0,39.4,32.6,24.6
2022,Indonesian Extension,14.0,hsc,40.2,7.1,47.0,,,,,
2022,Indonesian Extension,14.0,scaled,32.8,11.7,50.0,,,,,
2022,Italian Beginners,282.0,hsc,38.5,7.1,50.0,49.5,47.5,44.5,39.0,34.0
2022,Italian Beginners,282.0,scaled,25.6,10.9,48.7,46.6,40.5,34.5,25.3,17.7
2022,Italian Continuers,181.0,hsc,40.4,4.7,49.0,49.0,46.0,44.0,40.0,38.0
2022,Italian Continuers,181.0,scaled,31.7,8.6,50.0,50.0,42.4,38.1,31.3,26.9
2022,Italian Extension,33.0,hsc,42.8,3.4,47.0,,,,,
2022,Italian Extension,33.0,scaled,39.9,5.0,50.0,,,,,
2022,Japanese Beginners,636.0,hsc,35.0,8.1,48.5,48.0,44.5,41.0,36.0,29.5
2022,Japanese Beginners,636.0,scaled,23.2,11.7,47.7,47.1,38.7,32.6,23.3,13.8
