year,course,number,median_hsc,median_band,pct_b6,pct_b5,pct_b4,pct_b3,pct_b2
2023,English Extension 1,3671.0,44.0,E3,,,41.0,54.0,5.0
2023,English Extension 2,1408.0,42.0,E3,,,29.0,57.0,14.0
2023,Food Technology,3743.0,74.0,4,7.0,23.0,35.0,24.0,9.0
2023,Geography,4025.0,78.0,4,10.0,32.0,36.0,15.0,5.0
2023,Industrial Technology,5808.0,71.0,4,8.0,16.0,31.0,31.0,12.0
2023,Information Processes & Technology,1739.0,73.0,4,7.0,25.0,27.0,23.0,13.0
2023,Investigating Science,2875.0,76.0,4,7.0,27.0,37.0,21.0,7.0
2023,Legal Studies,10244.0,77.0,4,14.0,29.0,27.0,21.0,7.0
2023,Mathematics Standard 1 Exam,1608.0,72.0,4,3.0,18.0,40.0,30.0,7.0
2023,Mathematics Standard 2,30805.0,73.0,4,9.0,22.0,26.0,24.0,14.0
2023,Mathematics Advanced,16428.0,79.0,4,22.0,27.0,26.0,18.0,6.0
2023,Mathematics Extension 1,8390.0,82.0,E3,,,34.0,38.0,24.0
2023,Mathematics Extension 2,3273.0,86.0,E3,,,38.0,48.0,13.0
2023,Modern History,10456.0,75.0,4,10.0,25.0,29.0,20.0,12.0
2023,History Extension,1730.0,41.0,E3,,,26.0,59.0,13.0
2023,Music 1,4380.0,84.0,5,23.0,46.0,21.0,8.0,1.0
2023,Music 2,727.0,87.0,5,35.0,50.0,13.0,1.0,
2023,Music Extension,386.0,47.0,E4,,,70.0,25.0,4.0
2023,PDH&PE,16873.0,74.0,4,6.0,25.0,33.0,26.0,9.0
2023,Physics,7921.0,76.0,4,13.0,26.0,29.0,22.0,10.0
2023,Science Extension,794.0,38.0,E3,,,7.0,71.0,21.0
2023,Society & Culture,5040.0,78.0,4,12.0,33.0,35.0,15.0,4.0
2023,Software Design & Development,1648.0,75.0,4,12.0,23.0,30.0,23.0,9.0
2023,Studies of Religion I,8239.0,39.0,4,14.0,35.0,36.0,13.0,3.0
2023,Studies of Religion II,5734.0,79.0,4,11.0,35.0,36.0,13.0,4.0
2023,Textiles & Design,1401.0,80.0,5,17.0,35.0,27.0,16.0,5.0
2023,Visual Arts,8631.0,83.0,5,19.0,47.0,26.0,8.0,1.0
2023,Arabic Continuers,192.0,82.0,5,17.0,43.0,32.0,6.0,2.0
2023,Arabic Extension,59.0,42.0,E3,,,34.0,59.0,7.0
2023,Armenian Continuers,22.0,86.0,5,32.0,50.0,14.0,,5.0
2023,Chinese Beginners,34.0,86.0,5,32.0,32.0,18.0,9.0,9.0
2023,Chinese Continuers,193.0,87.0,5,41.0,29.0,20.0,5.0,4.0
2023,Chinese Extension,52.0,45.0,E4,,,69.0,29.0,2.0
2023,Chinese & Literature,261.0,85.0,5,21.0,50.0,26.0,2.0,1.0
2023,Chinese in Context,128.0,92.0,6,64.0,30.0,5.0,1.0,1.0
2023,Classical Greek Continuers,19.0,89.0,5,47.0,32.0,16.0,5.0,
2023,Classical Hebrew Continuers,15.0,79.0,4,40.0,7.0,33.0,7.0,13.0
2023,French Beginners,298.0,77.0,4,21.0,22.0,27.0,20.0,7.0
2023,French Continuers,511.0,82.0,5,25.0,33.0,34.0,6.0,1.0
2023,French Extension,113.0,40.0,E3,,,18.0,66.0,16.0
2023,German Beginners,77.0,81.0,5,29.0,22.0,23.0,14.0,12.0
2023,German Continuers,162.0,81.0,5,27.0,30.0,32.0,10.0,
2023,German Extension,39.0,45.0,E4,,,62.0,36.0,3.0
2023,Hindi Continuers,29.0,90.0,6,55.0,38.0,,7.0,
2023,Hungarian Continuers,13.0,89.0,5,46.0,38.0,8.0,8.0,
2023,Indonesian Beginners,23.0,80.0,5,35.0,17.0,35.0,4.0,9.0
2023,Indonesian Continuers,48.0,87.0,5,35.0,38.0,19.0,6.0,2.0
2023,Italian Beginners,232.0,79.0,4,20.0,28.0,28.0,13.0,7.0
2023,Italian Continuers,167.0,84.0,5,26.0,38.0,22.0,13.0,1.0
2023,Italian Extension,30.0,45.0,E4,,,53.0,47.0,
2023,Japanese Beginners,525.0,74.0,4,11.0,26.0,22.0,18.0,14.0
2023,Japanese Continuers,659.0,81.0,5,23.0,32.0,23.0,14.0,6.0
2023,Japanese Extension,145.0,45.0,E4,,,50.0,38.0,11.0
2023,Japanese in Context,51.0,88.0,5,35.0,55.0,10.0,,
2023,Khmer Continuers,12.0,88.0,5,33.0,58.0,8.0,,
2023,Korean Beginners,129.0,82.0,5,22.0,36.0,29.0,9.0,2.0
2023,Korean Continuers,13.0,84.0,5,38.0,31.0,15.0,8.0,8.0
2023,Korean & Literature,29.0,89.0,5,48.0,48.0,3.0,,
2023,Korean in Context,56.0,93.0,6,66.0,27.0,7.0,,
2023,Latin Continuers,160.0,89.0,5,46.0,38.0,11.0,5.0,
2023,Latin Extension,92.0,46.0,E4,,,82.0,16.0,2.0
2023,Macedonian Continuers,11.0,71.0,4,27.0,9.0,18.0,45.0,
2023,Modern Greek Beginners,86.0,88.0,5,45.0,27.0,17.0,2.0,6.0
2023,Modern Greek Continuers,67.0,88.0,5,46.0,28.0,24.0,1.0,
2023,Modern Greek Extension,23.0,44.0,E3,,,43.0,52.0,4.0
2023,Modern Hebrew Continuers,17.0,96.0,6,94.0,6.0,,,
2023,Persian Continuers,24.0,89.0,5,46.0,38.0,13.0,,4.0
2023,Polish Continuers,14.0,95.0,6,86.0,14.0,,,
2023,Portuguese Continuers,18.0,85.0,5,28.0,39.0,22.0,11.0,
2023,Punjabi Continuers,23.0,82.0,5,26.0,30.0,4.0,30.0,9.0
2023,Russian Continuers,27.0,92.0,6,63.0,33.0,4.0,,
2023,Serbian Continuers,27.0,91.0,6,59.0,33.0,7.0,,
2023,Spanish Beginners,192.0,81.0,5,23.0,33.0,26.0,10.0,5.0
2023,Spanish Continuers,128.0,83.0,5,21.0,39.0,30.0,9.0,1.0
2023,Spanish Extension,31.0,45.0,E4,,,58.0,42.0,
2023,Swedish Continuers,13.0,89.0,5,46.0,54.0,,,
2023,Tamil Continuers,42.0,91.0,6,62.0,38.0,,,
2023,Turkish Continuers,34.0,86.0,5,44.0,21.0,26.0,9.0,
2023,Vietnamese Continuers,110.0,79.0,4,5.0,40.0,47.0,6.0,
2023,Automotive Exam,229.0,68.0,3,3.0,15.0,24.0,38.0,18.0
2023,Business Services Exam,1032.0,76.0,4,2.0,25.0,48.0,18.0,6.0
2023,Construction Exam,1551.0,78.0,4,5.0,38.0,33.0,20.0,3.0
2023,Electrotechnology Exam,251.0,71.0,4,3.0,13.0,40.0,34.0,9.0
2023,Entertainment Industry Exam,691.0,78.0,4,15.0,30.0,33.0,15.0,6.0
2023,Financial Services Exam,81.0,73.0,4,7.0,25.0,33.0,23.0,11.0
2023,Hospitality Exam,4424.0,75.0,4,6.0,26.0,40.0,23.0,5.0
2023,Human Services Exam,652.0,73.0,4,2.0,16.0,47.0,29.0,5.0
2023,Information & Digital Technology Exam,366.0,76.0,4,7.0,29.0,40.0,22.0,1.0
2023,Primary Industries Exam,498.0,75.0,4,2.0,24.0,43.0,27.0,3.0
2023,Retail Services Exam,751.0,71.0,4,2.0,14.0,38.0,31.0,13.0
2023,"Tourism, Travel & Events Exam",67.0,77.0,4,3.0,27.0,54.0,13.0,3.0
2024,Aboriginal Studies,759.0,74.0,4,11.0,26.0,23.0,19.0,15.0
2024,Agriculture,1586.0,73.0,4,11.0,20.0,27.0,25.0,14.0
2024,Ancient History,7755.0,75.0,4,10.0,28.0,28.0,19.0,11.0
2024,Biology,19044.0,76.0,4,7.0,29.0,35.0,18.0,10.0
2024,Business Studies,19570.0,75.0,4,11.0,27.0,27.0,23.0,9.0
2024,Chemistry,9722.0,76.0,4,11.0,27.0,28.0,20.0,11.0
2024,Community & Family Studies,9772.0,76.0,4,6.0,30.0,36.0,21.0,6.0
2024,Dance,849.0,84.0,5,19.0,49.0,22.0,10.0,
2024,Design & Technology,4078.0,79.0,4,12.0,36.0,29.0,18.0,3.0
2024,Drama,3481.0,82.0,5,23.0,39.0,30.0,7.0,1.0
2024,Earth & Environmental Science,2571.0,74.0,4,6.0,27.0,31.0,25.0,10.0
2024,Economics,5598.0,80.0,5,14.0,38.0,27.0,14.0,5.0
2024,Engineering Studies,2508.0,74.0,4,10.0,22.0,36.0,26.0,5.0
2024,English Studies Exam,1491.0,58.0,2,,,11.0,35.0,40.0
2024,English Standard,32992.0,73.0,4,1.0,13.0,54.0,25.0,7.0
2024,English Advanced,25397.0,83.0,5,15.0,52.0,29.0,3.0,
2024,English EAL/D,1246.0,71.0,4,6.0,19.0,28.0,29.0,12.0
2024,English Extension 1,3782.0,44.0,E3,,,42.0,54.0,4.0
2024,English Extension 2,1479.0,42.0,E3,,,34.0,53.0,12.0
2024,Food Technology,4262.0,73.0,4,10.0,23.0,29.0,27.0,10.0
2024,Geography,4661.0,76.0,4,10.0,28.0,36.0,18.0,6.0
2024,Industrial Technology,5959.0,71.0,4,7.0,16.0,32.0,32.0,11.0
2024,Information Processes & Technology,1715.0,74.0,4,7.0,24.0,32.0,22.0,9.0
2024,Investigating Science,3240.0,75.0,4,7.0,29.0,33.0,24.0,6.0
2024,Legal Studies,10209.0,77.0,4,15.0,28.0,26.0,20.0,9.0
2024,Mathematics Standard 1 Exam,2139.0,72.0,4,3.0,20.0,35.0,32.0,9.0
2024,Mathematics Standard 2,31140.0,73.0,4,9.0,19.0,30.0,24.0,13.0
2024,Mathematics Advanced,16559.0,80.0,5,22.0,28.0,27.0,17.0,5.0
2024,Mathematics Extension 1,8846.0,84.0,E3,,,35.0,45.0,17.0
2024,Mathematics Extension 2,3544.0,87.0,E3,,,40.0,46.0,12.0
2024,Modern History,10590.0,77.0,4,10.0,29.0,32.0,19.0,8.0
2024,History Extension,1761.0,42.0,E3,,,28.0,58.0,12.0
2024,Music 1,4554.0,84.0,5,20.0,47.0,22.0,8.0,2.0
2024,Music 2,659.0,87.0,5,36.0,48.0,14.0,2.0,
2024,Music Extension,390.0,47.0,E4,,,70.0,27.0,3.0
2024,PDH&PE,17258.0,75.0,4,9.0,26.0,32.0,24.0,8.0
2024,Physics,8215.0,76.0,4,12.0,26.0,27.0,21.0,11.0
2024,Science Extension,753.0,39.0,E3,,,9.0,73.0,17.0
2024,Society & Culture,5181.0,78.0,4,12.0,33.0,33.0,16.0,4.0
2024,Software Design & Development,1708.0,76.0,4,13.0,26.0,30.0,19.0,10.0
2024,Studies of Religion I,8475.0,39.0,4,14.0,30.0,36.0,16.0,3.0
2024,Studies of Religion II,6169.0,79.0,4,13.0,34.0,34.0,14.0,4.0
2024,Textiles & Design,1694.0,79.0,4,16.0,33.0,26.0,16.0,6.0
2024,Visual Arts,8832.0,83.0,5,17.0,50.0,27.0,5.0,1.0
2024,Arabic Continuers,240.0,81.0,5,17.0,43.0,33.0,8.0,1.0
2024,Arabic Extension,47.0,41.0,E3,,,36.0,60.0,4.0
2024,Armenian Continuers,23.0,86.0,5,30.0,52.0,13.0,4.0,
2024,Chinese Beginners,68.0,90.0,6,50.0,16.0,7.0,7.0,9.0
2024,Chinese Continuers,283.0,88.0,5,47.0,32.0,15.0,5.0,1.0
2024,Chinese Extension,73.0,46.0,E4,,,63.0,33.0,4.0
2024,Chinese & Literature,252.0,84.0,5,19.0,56.0,21.0,2.0,1.0
2024,Chinese in Context,97.0,92.0,6,68.0,26.0,5.0,,
2024,Classical Hebrew Continuers,22.0,91.0,6,59.0,18.0,18.0,5.0,
2024,French Beginners,356.0,77.0,4,20.0,24.0,27.0,20.0,5.0
2024,French Continuers,544.0,83.0,5,25.0,38.0,28.0,7.0,2.0
2024,French Extension,121.0,42.0,E3,,,26.0,64.0,11.0
2024,German Beginners,68.0,83.0,5,32.0,21.0,31.0,12.0,4.0
2024,German Continuers,178.0,83.0,5,26.0,35.0,30.0,8.0,1.0
2024,German Extension,49.0,46.0,E4,,,71.0,29.0,
2024,Hindi Continuers,18.0,88.0,5,39.0,44.0,,17.0,
2024,Indonesian Beginners,36.0,79.0,4,28.0,19.0,17.0,31.0,6.0
2024,Indonesian Continuers,31.0,90.0,6,52.0,35.0,10.0,3.0,
2024,Indonesian Extension,10.0,43.0,E3,,,40.0,60.0,
2024,Italian Beginners,292.0,80.0,5,25.0,27.0,21.0,18.0,6.0
2024,Italian Continuers,167.0,84.0,5,23.0,43.0,28.0,5.0,
2024,Italian Extension,39.0,45.0,E4,,,54.0,44.0,3.0
2024,Japanese Beginners,430.0,76.0,4,12.0,28.0,28.0,16.0,10.0
2024,Japanese Continuers,731.0,83.0,5,23.0,37.0,22.0,11.0,5.0
2024,Japanese Extension,146.0,44.0,E3,,,46.0,49.0,5.0
2024,Japanese in Context,24.0,90.0,6,50.0,46.0,4.0,,
2024,Khmer Continuers,12.0,90.0,6,58.0,33.0,,,8.0
2024,Korean Beginners,144.0,80.0,5,25.0,26.0,33.0,9.0,4.0
2024,Korean Continuers,50.0,94.0,6,88.0,8.0,4.0,,
2024,Korean & Literature,14.0,84.0,5,43.0,36.0,21.0,,
2024,Korean in Context,29.0,91.0,6,66.0,31.0,3.0,,
2024,Latin Continuers,113.0,91.0,6,55.0,36.0,6.0,3.0,
2024,Latin Extension,62.0,47.0,E4,,,79.0,21.0,
2024,Macedonian Continuers,18.0,76.0,4,17.0,22.0,28.0,22.0,11.0
2024,Modern Greek Beginners,85.0,88.0,5,45.0,27.0,18.0,9.0,1.0
2024,Modern Greek Continuers,71.0,87.0,5,42.0,31.0,20.0,6.0,
2024,Modern Greek Extension,19.0,43.0,E3,,,32.0,63.0,5.0
2024,Modern Hebrew Continuers,18.0,95.0,6,100.0,,,,
2024,Persian Continuers,26.0,91.0,6,54.0,27.0,15.0,4.0,
2024,Polish Continuers,18.0,95.0,6,89.0,11.0,,,
2024,Portuguese Continuers,21.0,87.0,5,33.0,52.0,10.0,5.0,
2024,Punjabi Continuers,35.0,88.0,5,40.0,37.0,14.0,9.0,
2024,Russian Continuers,31.0,93.0,6,71.0,29.0,,,
2024,Serbian Continuers,30.0,84.0,5,40.0,17.0,17.0,20.0,7.0
2024,Spanish Beginners,241.0,82.0,5,24.0,33.0,26.0,13.0,3.0
2024,Spanish Continuers,174.0,84.0,5,21.0,44.0,21.0,10.0,3.0
2024,Spanish Extension,50.0,44.0,E3,,,44.0,52.0,4.0
2024,Swedish Continuers,12.0,92.0,6,58.0,25.0,8.0,,8.0
2024,Tamil Continuers,51.0,93.0,6,78.0,18.0,4.0,,
2024,Turkish Continuers,32.0,88.0,5,41.0,34.0,19.0,6.0,
2024,Vietnamese Continuers,135.0,79.0,4,12.0,36.0,44.0,7.0,1.0
2024,Automotive Exam,203.0,69.0,3,3.0,14.0,27.0,42.0,12.0
2024,Business Services Exam,1082.0,75.0,4,4.0,24.0,45.0,19.0,7.0
2024,Construction Exam,1529.0,79.0,4,7.0,39.0,34.0,17.0,2.0
2024,Electrotechnology Exam,258.0,71.0,4,3.0,18.0,36.0,33.0,10.0
2024,Entertainment Industry Exam,844.0,78.0,4,16.0,29.0,32.0,18.0,4.0
2024,Financial Services Exam,87.0,75.0,4,3.0,21.0,48.0,18.0,6.0
2024,Hospitality Exam,4759.0,77.0,4,5.0,34.0,41.0,17.0,3.0
2024,Human Services Exam,630.0,72.0,4,4.0,15.0,43.0,33.0,4.0
2024,Information & Digital Technology Exam,355.0,77.0,4,5.0,32.0,44.0,17.0,2.0
2024,Primary Industries Exam,555.0,75.0,4,3.0,27.0,44.0,23.0,3.0
2024,Retail Services Exam,725.0,72.0,4,3.0,15.0,40.0,32.0,9.0
2024,"Tourism, Travel & Events Exam",49.0,74.0,4,2.0,20.0,43.0,29.0,6.0
2025,Aboriginal Studies,827.0,73.0,4,11.0,24.0,23.0,18.0,13.0
2025,Agriculture,1509.0,75.0,4,11.0,23.0,28.0,22.0,11.0
2025,Ancient History,7495.0,75.0,4,9.0,27.0,30.0,17.0,12.0
2025,Biology,20710.0,75.0,4,7.0,28.0,30.0,21.0,10.0
2025,Business Studies,20452.0,75.0,4,12.0,26.0,29.0,22.0,9.0
2025,Chemistry,10369.0,76.0,4,11.0,27.0,33.0,19.0,9.0
2025,Community & Family Studies,9838.0,75.0,4,5.0,28.0,38.0,21.0,7.0
2025,Dance,845.0,85.0,5,22.0,48.0,22.0,7.0,1.0
2025,Design & Technology,4124.0,79.0,4,11.0,38.0,36.0,13.0,2.0
2025,Drama,3191.0,82.0,5,23.0,35.0,31.0,9.0,2.0
2025,Earth & Environmental Science,2678.0,76.0,4,8.0,30.0,32.0,19.0,8.0
2025,Economics,5741.0,80.0,5,14.0,38.0,25.0,15.0,6.0
2025,Engineering Studies,2558.0,74.0,4,9.0,20.0,36.0,27.0,6.0
2025,English Studies Exam,2717.0,60.0,3,,,11.0,40.0,41.0
2025,English Standard,33651.0,73.0,4,,12.0,55.0,26.0,5.0
2025,English Advanced,26292.0,82.0,5,13.0,52.0,31.0,3.0,
2025,English EAL/D,1504.0,71.0,4,5.0,19.0,33.0,29.0,10.0
2025,English Extension 1,3691.0,44.0,E3,,,42.0,53.0,4.0
2025,English Extension 2,1423.0,42.0,E3,,,35.0,54.0,11.0
2025,Enterprise Computing,1869.0,75.0,4,5.0,25.0,41.0,20.0,6.0
2025,Food Technology,4187.0,74.0,4,9.0,24.0,31.0,25.0,10.0
2025,Geography,4419.0,77.0,4,12.0,30.0,30.0,17.0,8.0
2025,Industrial Technology,5999.0,71.0,4,8.0,15.0,31.0,31.0,13.0
2025,Investigating Science,3292.0,76.0,4,8.0,31.0,33.0,22.0,5.0
2025,Legal Studies,10080.0,78.0,4,15.0,29.0,24.0,19.0,10.0
2025,Mathematics Standard 1 Exam,3737.0,71.0,4,3.0,16.0,39.0,32.0,7.0
2025,Mathematics Standard 2,31762.0,73.0,4,9.0,21.0,30.0,23.0,12.0
2025,Mathematics Advanced,16809.0,80.0,5,23.0,28.0,29.0,14.0,4.0
2025,Mathematics Extension 1,9279.0,84.0,E3,,,35.0,43.0,18.0
2025,Mathematics Extension 2,3844.0,87.0,E3,,,41.0,43.0,14.0
2025,Modern History,10953.0,76.0,4,10.0,26.0,34.0,18.0,9.0
2025,History Extension,1777.0,41.0,E3,,,26.0,62.0,12.0
2025,Music 1,4681.0,84.0,5,22.0,45.0,20.0,8.0,4.0
2025,Music 2,762.0,88.0,5,40.0,46.0,14.0,,
2025,Music Extension,447.0,47.0,E4,,,76.0,22.0,2.0
2025,PDH&PE,17852.0,75.0,4,9.0,27.0,33.0,22.0,8.0
2025,Physics,8817.0,75.0,4,13.0,25.0,26.0,21.0,14.0
2025,Science Extension,855.0,38.0,E3,,,7.0,69.0,22.0
2025,Society & Culture,4957.0,79.0,4,12.0,35.0,35.0,13.0,4.0
2025,Software Engineering,1768.0,76.0,4,8.0,28.0,37.0,19.0,6.0
2025,Studies of Religion I,8169.0,39.0,4,16.0,31.0,34.0,15.0,4.0
2025,Studies of Religion II,6731.0,79.0,4,13.0,36.0,31.0,14.0,5.0
2025,Textiles & Design,1482.0,79.0,4,16.0,32.0,29.0,16.0,5.0
2025,Visual Arts,9047.0,83.0,5,16.0,48.0,28.0,7.0,1.0
2025,Arabic Continuers,232.0,83.0,5,20.0,44.0,25.0,7.0,3.0
2025,Arabic Extension,53.0,43.0,E3,,,42.0,55.0,4.0
2025,Armenian Continuers,17.0,86.0,5,6.0,71.0,24.0,,
2025,Chinese Beginners,56.0,85.0,5,46.0,9.0,5.0,18.0,16.0
2025,Chinese Continuers,334.0,91.0,6,55.0,24.0,13.0,7.0,1.0
2025,Chinese Extension,106.0,46.0,E4,,,64.0,36.0,
2025,Chinese & Literature,305.0,85.0,5,20.0,59.0,17.0,3.0,
2025,Chinese in Context,110.0,91.0,6,67.0,27.0,5.0,1.0,
2025,Classical Hebrew Continuers,25.0,92.0,6,64.0,8.0,20.0,,8.0
2025,Classical Hebrew Extension,12.0,44.0,E4,,,50.0,50.0,
2025,Croatian Continuers,14.0,70.0,4,,29.0,21.0,36.0,14.0
2025,French Beginners,341.0,78.0,4,19.0,26.0,28.0,17.0,7.0
2025,French Continuers,520.0,83.0,5,28.0,35.0,28.0,8.0,1.0
2025,French Extension,104.0,40.0,E3,,,24.0,63.0,13.0
2025,German Beginners,102.0,82.0,5,31.0,25.0,33.0,9.0,1.0
2025,German Continuers,173.0,82.0,5,32.0,28.0,29.0,10.0,1.0
2025,German Extension,55.0,45.0,E4,,,65.0,33.0,2.0
2025,Hindi Continuers,29.0,88.0,5,48.0,28.0,10.0,10.0,3.0
2025,Indonesian Beginners,38.0,82.0,5,18.0,37.0,16.0,26.0,3.0
2025,Indonesian Continuers,50.0,90.0,6,56.0,34.0,4.0,4.0,2.0
2025,Indonesian Extension,24.0,45.0,E4,,,54.0,46.0,
2025,Italian Beginners,294.0,79.0,4,25.0,24.0,19.0,19.0,9.0
2025,Italian Continuers,191.0,86.0,5,23.0,49.0,19.0,6.0,2.0
2025,Italian Extension,48.0,45.0,E4,,,54.0,46.0,
2025,Japanese Beginners,357.0,74.0,4,13.0,22.0,24.0,18.0,13.0
2025,Japanese Continuers,794.0,81.0,5,23.0,33.0,24.0,14.0,5.0
2025,Japanese Extension,134.0,45.0,E4,,,51.0,44.0,4.0
2025,Japanese in Context,34.0,87.0,5,35.0,47.0,18.0,,
2025,Khmer Continuers,14.0,89.0,5,43.0,50.0,7.0,,
2025,Korean Beginners,110.0,83.0,5,32.0,33.0,24.0,8.0,4.0
2025,Korean Continuers,84.0,91.0,6,56.0,29.0,8.0,4.0,4.0
2025,Korean & Literature,18.0,89.0,5,44.0,50.0,,6.0,
2025,Korean in Context,19.0,92.0,6,53.0,32.0,5.0,11.0,
2025,Latin Continuers,140.0,91.0,6,57.0,24.0,16.0,2.0,
2025,Latin Extension,80.0,47.0,E4,,,80.0,18.0,3.0
2025,Macedonian Continuers,15.0,72.0,4,27.0,13.0,20.0,40.0,
2025,Modern Greek Beginners,102.0,89.0,5,48.0,27.0,15.0,5.0,5.0
2025,Modern Greek Continuers,55.0,87.0,5,47.0,22.0,18.0,11.0,
2025,Modern Greek Extension,16.0,43.0,E3,,,44.0,50.0,6.0
2025,Modern Hebrew Continuers,32.0,93.0,6,81.0,9.0,3.0,6.0,
2025,Persian Continuers,27.0,90.0,6,56.0,19.0,22.0,4.0,
2025,Polish Continuers,22.0,94.0,6,86.0,14.0,,,
2025,Portuguese Continuers,14.0,84.0,5,21.0,50.0,21.0,7.0,
2025,Punjabi Continuers,30.0,86.0,5,30.0,30.0,30.0,10.0,
2025,Russian Continuers,19.0,89.0,5,47.0,37.0,16.0,,
2025,Serbian Continuers,27.0,83.0,5,26.0,30.0,26.0,7.0,11.0
2025,Spanish Beginners,286.0,83.0,5,30.0,28.0,19.0,18.0,3.0
2025,Spanish Continuers,180.0,84.0,5,23.0,39.0,19.0,16.0,2.0
2025,Spanish Extension,57.0,45.0,E4,,,53.0,46.0,2.0
2025,Swedish Continuers,16.0,91.0,6,63.0,31.0,6.0,,
2025,Tamil Continuers,65.0,92.0,6,78.0,14.0,6.0,2.0,
2025,Turkish Continuers,36.0,89.0,5,47.0,31.0,14.0,8.0,
2025,Vietnamese Continuers,218.0,80.0,5,5.0,46.0,42.0,6.0,
2025,Automotive Exam,264.0,74.0,4,5.0,28.0,36.0,26.0,5.0
2025,Business Services Exam,1515.0,74.0,4,4.0,24.0,38.0,25.0,7.0
2025,Construction Exam,1951.0,78.0,4,7.0,37.0,31.0,15.0,9.0
2025,Electrotechnology Exam,328.0,73.0,4,2.0,20.0,40.0,31.0,6.0
2025,Entertainment Industry Exam,979.0,78.0,4,12.0,33.0,38.0,14.0,2.0
2025,Financial Services Exam,101.0,73.0,4,3.0,25.0,37.0,32.0,4.0
2025,Hospitality Exam,5642.0,76.0,4,5.0,29.0,41.0,20.0,4.0
2025,Human Services Exam,790.0,72.0,4,4.0,17.0,43.0,33.0,3.0
2025,Information & Digital Technology Exam,385.0,77.0,4,6.0,31.0,40.0,19.0,2.0
2025,Primary Industries Exam,663.0,75.0,4,2.0,24.0,51.0,19.0,3.0
2025,Retail Services Exam,909.0,71.0,4,2.0,12.0,44.0,33.0,7.0
2025,"Tourism, Travel & Events Exam",94.0,76.0,4,2.0,31.0,46.0,20.0,1.0
